Name	Description	ARN	Region	Type	RequesterPays	Documentation	Contact	ManagedBy	UpdateFrequency	License	Tags
NREL Wind Integration National Dataset - Source files for [WIND Toolkit](https://www.nrel.gov/grid/wind-toolkit.html) Mex	Source files for [WIND Toolkit](https://www.nrel.gov/grid/wind-toolkit.html) Mex	arn:aws:s3:::nrel-pds-wtk/mexico/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Source files for [wtk-us](https://www.nrel.gov/grid/wind-toolkit.html) gridded (	Source files for [wtk-us](https://www.nrel.gov/grid/wind-toolkit.html) gridded (	arn:aws:s3:::nrel-pds-wtk/wtk-us/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Techno-economic subset of the [WIND Toolkit](https://www.nrel.gov/grid/wind-tool	Techno-economic subset of the [WIND Toolkit](https://www.nrel.gov/grid/wind-tool	arn:aws:s3:::nrel-pds-wtk/wtk-techno-economic/pywtk-data/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Vietnam wind resource data (2016-2018) in [HDF5](https://portal.hdfgroup.org/dis	Vietnam wind resource data (2016-2018) in [HDF5](https://portal.hdfgroup.org/dis	arn:aws:s3:::nrel-pds-wtk/vietnam/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - [HSDS](https://github.com/NREL/hsds-examples) WIND domains	[HSDS](https://github.com/NREL/hsds-examples) WIND domains	arn:aws:s3:::nrel-pds-hsds/nrel/wtk/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - [HSDS](https://github.com/NREL/hsds-examples) gridded WIND Toolkit domain	[HSDS](https://github.com/NREL/hsds-examples) gridded WIND Toolkit domain	arn:aws:s3:::nrel-pds-hsds/nrel/wtk-us.h5	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
OpenAQ - Minutely CSVs of global air quality fetched from sources all over the world	Minutely CSVs of global air quality fetched from sources all over the world	arn:aws:s3:::openaq-fetches	us-east-1	S3 Bucket		https://openaq.org	info@openaq.org	[OpenAQ](https://openaq.org)	Minutely	CC BY 4.0	['air quality', 'cities', 'environmental', 'geospatial', 'sustainability']
OpenEEW	OpenEEW	arn:aws:s3:::grillo-openeew	us-east-1	S3 Bucket		https://github.com/openeew/openeew	hello@openeew.com	[Grillo](https://grillo.io/)	Approximately every 5 minutes	https://github.com/openeew/openeew#license	['disaster response', 'earth observation', 'earthquakes', 'aws-pds', 'sustainability']
PoroTomo - PoroTomo Datasets	PoroTomo Datasets	arn:aws:s3:::nrel-pds-porotomo/	us-west-2	S3 Bucket		https://github.com/openEDI/documentation/blob/master/PoroTomo/PoroTomo.md	Thomas Coleman (thomas.coleman@silixa.com)	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'geothermal', 'seismology', 'image processing', 'geospatial']
PoroTomo - PoroTomo Horizontal Distributed Acoustic Sensing (DASH) Data Resampled in Time M	PoroTomo Horizontal Distributed Acoustic Sensing (DASH) Data Resampled in Time M	arn:aws:s3:::nrel-pds-porotomo/DAS/SEG-Y/DASH/Resampled/	us-west-2	S3 Bucket		https://github.com/openEDI/documentation/blob/master/PoroTomo/PoroTomo.md	Thomas Coleman (thomas.coleman@silixa.com)	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'geothermal', 'seismology', 'image processing', 'geospatial']
PoroTomo - PoroTomo Horizontal Distributed Acoustic Sensing (DASH) Data in SEG-Y format	PoroTomo Horizontal Distributed Acoustic Sensing (DASH) Data in SEG-Y format	arn:aws:s3:::nrel-pds-porotomo/DAS/SEG-Y/DASH/	us-west-2	S3 Bucket		https://github.com/openEDI/documentation/blob/master/PoroTomo/PoroTomo.md	Thomas Coleman (thomas.coleman@silixa.com)	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'geothermal', 'seismology', 'image processing', 'geospatial']
PoroTomo - PoroTomo Horizontal Distributed Acoustic Sensing (DASH) Data in [HDF5](https://p	PoroTomo Horizontal Distributed Acoustic Sensing (DASH) Data in [HDF5](https://p	arn:aws:s3:::nrel-pds-porotomo/DAS/H5/DASH/	us-west-2	S3 Bucket		https://github.com/openEDI/documentation/blob/master/PoroTomo/PoroTomo.md	Thomas Coleman (thomas.coleman@silixa.com)	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'geothermal', 'seismology', 'image processing', 'geospatial']
PoroTomo - PoroTomo Nodal Seismometer Continuous Data	PoroTomo Nodal Seismometer Continuous Data	arn:aws:s3:::nrel-pds-porotomo/Nodal/nodal_sac/	us-west-2	S3 Bucket		https://github.com/openEDI/documentation/blob/master/PoroTomo/PoroTomo.md	Thomas Coleman (thomas.coleman@silixa.com)	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'geothermal', 'seismology', 'image processing', 'geospatial']
PoroTomo - PoroTomo Nodal Seismometer Field Notes and Metadata	PoroTomo Nodal Seismometer Field Notes and Metadata	arn:aws:s3:::nrel-pds-porotomo/Nodal/nodal_metadata/	us-west-2	S3 Bucket		https://github.com/openEDI/documentation/blob/master/PoroTomo/PoroTomo.md	Thomas Coleman (thomas.coleman@silixa.com)	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'geothermal', 'seismology', 'image processing', 'geospatial']
PoroTomo - PoroTomo Nodal Seismometer Sweep Data	PoroTomo Nodal Seismometer Sweep Data	arn:aws:s3:::nrel-pds-porotomo/Nodal/nodal_sac_sweep/	us-west-2	S3 Bucket		https://github.com/openEDI/documentation/blob/master/PoroTomo/PoroTomo.md	Thomas Coleman (thomas.coleman@silixa.com)	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'geothermal', 'seismology', 'image processing', 'geospatial']
PoroTomo - PoroTomo Vertical Distributed Acoustic Sensing (DASV) Data in SEG-Y format	PoroTomo Vertical Distributed Acoustic Sensing (DASV) Data in SEG-Y format	arn:aws:s3:::nrel-pds-porotomo/DAS/SEG-Y/DASV/	us-west-2	S3 Bucket		https://github.com/openEDI/documentation/blob/master/PoroTomo/PoroTomo.md	Thomas Coleman (thomas.coleman@silixa.com)	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'geothermal', 'seismology', 'image processing', 'geospatial']
PoroTomo - PoroTomo Vertical Distributed Acoustic Sensing (DASV) Data in [HDF5](https://por	PoroTomo Vertical Distributed Acoustic Sensing (DASV) Data in [HDF5](https://por	arn:aws:s3:::nrel-pds-porotomo/DAS/H5/DASV/	us-west-2	S3 Bucket		https://github.com/openEDI/documentation/blob/master/PoroTomo/PoroTomo.md	Thomas Coleman (thomas.coleman@silixa.com)	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'geothermal', 'seismology', 'image processing', 'geospatial']
PoroTomo - [HSDS](https://github.com/NREL/hsds-examples) PoroTomo domains	[HSDS](https://github.com/NREL/hsds-examples) PoroTomo domains	arn:aws:s3:::nrel-pds-hsds/nrel/porotomo/	us-west-2	S3 Bucket		https://github.com/openEDI/documentation/blob/master/PoroTomo/PoroTomo.md	Thomas Coleman (thomas.coleman@silixa.com)	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'geothermal', 'seismology', 'image processing', 'geospatial']
RAPID NRT Flood Maps	RAPID archive flood maps	arn:aws:s3:::rapid-nrt-flood-maps	us-west-2	S3 Bucket		https://github.com/QingYang6/RAPID-NRT-flood-maps-on-AWS/blob/master/README.md	xinyi.shen@uconn.edu; qing.yang6@hotmail.com	University of Connecticut; Guangxi University	NRT data will be update as soon as SAR images available and done processed.	Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International	['aws-pds', 'agriculture', 'earth observation', 'water', 'environmental', 'disaster response']
Reference Elevation Model of Antarctica (REMA) - REMA DEM Mosaics	REMA DEM Mosaics	arn:aws:s3:::pgc-opendata-dems/rema/mosaics/	us-west-2	S3 Bucket		https://www.pgc.umn.edu/data/rema/	pgc-support@umn.edu	[Polar Geospatial Center](http://www.pgc.umn.edu/)	New DEM strips are added twice yearly.  Mosaic products are added as soon as the	[Creative Commons Attribution 4.0 International (CC BY 4.0)](https://creativecom	['aws-pds', 'elevation', 'earth observation', 'geospatial', 'mapping', 'open source software', 'satellite imagery', 'cog', 'stac']
Reference Elevation Model of Antarctica (REMA) - REMA DEM Strips	REMA DEM Strips	arn:aws:s3:::pgc-opendata-dems/rema/strips/	us-west-2	S3 Bucket		https://www.pgc.umn.edu/data/rema/	pgc-support@umn.edu	[Polar Geospatial Center](http://www.pgc.umn.edu/)	New DEM strips are added twice yearly.  Mosaic products are added as soon as the	[Creative Commons Attribution 4.0 International (CC BY 4.0)](https://creativecom	['aws-pds', 'elevation', 'earth observation', 'geospatial', 'mapping', 'open source software', 'satellite imagery', 'cog', 'stac']
SILAM Air Quality - Surface NetCDF files	Surface NetCDF files	arn:aws:s3:::fmi-opendata-silam-surface-netcdf	eu-west-1	S3 Bucket		http://en.ilmatieteenlaitos.fi/open-data-on-aws-s3	avoin-data@fmi.fi	[Finnish Meteorological Institute](https://www.ilmatieteenlaitos.fi/)	1 time a day	Creative Commons Attribution 4.0 International (CC BY 4.0)	['aws-pds', 'earth observation', 'climate', 'weather', 'air quality', 'meteorological', 'sustainability']
SILAM Air Quality - Surface Zarr files	Surface Zarr files	arn:aws:s3:::fmi-opendata-silam-surface-zarr	eu-west-1	S3 Bucket		http://en.ilmatieteenlaitos.fi/open-data-on-aws-s3	avoin-data@fmi.fi	[Finnish Meteorological Institute](https://www.ilmatieteenlaitos.fi/)	1 time a day	Creative Commons Attribution 4.0 International (CC BY 4.0)	['aws-pds', 'earth observation', 'climate', 'weather', 'air quality', 'meteorological', 'sustainability']
SMN Hi-Res Weather Forecast over Argentina	WRF SMN data	arn:aws:s3:::smn-ar-wrf	us-west-2	S3 Bucket		General information, tutorials and examples:[https://odp-aws-smn.github.io/docum	For any questions regarding the data set or any general questions, you can conta	[SMN](http://www.smn.gov.ar/)	New data is added as soon as it's available. Two forecast cycles a day initializ	[Creative Commons Attribution 2.5 Argentina License](https://creativecommons.org	['aws-pds', 'earth observation', 'natural resource', 'weather', 'meteorological', 'sustainability']
Safecast - Bulk exports of air and radiation measurements	Bulk exports of air and radiation measurements	arn:aws:s3:::safecast-opendata-public-us-east-1	us-east-1	S3 Bucket		https://github.com/Safecast/safecastapi/wiki/Data-Sets	https://groups.google.com/forum/#!forum/safecast-devices	[Safecast](https://safecast.org/)	Continuous	Safecast data is published under a [CC0 designation](https://creativecommons.org	['air quality', 'aws-pds', 'climate', 'environmental', 'geospatial', 'radiation', 'sustainability']
Sentinel-2 - Level 1C scenes and metadata, in [Requester Pays](https://docs.aws.amazon.com/Am	Level 1C scenes and metadata, in [Requester Pays](https://docs.aws.amazon.com/Am	arn:aws:s3:::sentinel-s2-l1c	eu-central-1	S3 Bucket	True	Documentation is available for [Sentinel-2 L1C](https://roda.sentinel-hub.com/se	https://forum.sentinel-hub.com/c/aws-sentinel	[Sinergise](https://www.sinergise.com/)	New Sentinel data are added regularly, usually within few hours after they are a	Access to Sentinel data is free, full and open for the broad Regional, National,	['aws-pds', 'agriculture', 'earth observation', 'satellite imagery', 'geospatial', 'natural resource', 'sustainability', 'disaster response', 'stac']
Sentinel-2 Cloud-Optimized GeoTIFFs - Level 2A scenes and metadata	Level 2A scenes and metadata	arn:aws:s3:::sentinel-cogs	us-west-2	S3 Bucket	False	https://github.com/cirrus-geo/cirrus-earth-search	opendata@element84.com	[Element 84](https://www.element84.com/)	New Sentinel data are added regularly, usually within few hours after they are a	Access to Sentinel data is free, full and open for the broad Regional, National,	['aws-pds', 'agriculture', 'earth observation', 'satellite imagery', 'geospatial', 'natural resource', 'sustainability', 'disaster response', 'cog', 'stac']
Sentinel-3 - Sentinel-3 Cloud Optimized GeoTIFF (COG) format	Sentinel-3 Cloud Optimized GeoTIFF (COG) format	arn:aws:s3:::meeo-s3-cog/	eu-central-1	S3 Bucket		https://github.com/Sentinel-5P/data-on-s3/blob/master/DocsForAws/Sentinel3Descri	sentinel3@meeo.it	[Meteorological Environmental Earth Observation](http://www.meeo.it/)	Daily	https://sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice	['aws-pds', 'oceans', 'earth observation', 'environmental', 'geospatial', 'land', 'satellite imagery', 'sustainability', 'cog', 'stac']
Sentinel-5P Level 2 - Sentinel-5p Cloud Opimised GeoTIFF (COGT). TIFF format.	Sentinel-5p Cloud Opimised GeoTIFF (COGT). TIFF format.	arn:aws:s3:::meeo-s5p/COGT/	eu-central-1	S3 Bucket		https://github.com/Sentinel-5P/data-on-s3/blob/master/DocsForAws/Sentinel5P_Desc	sentinel5p@meeo.it	[Meteorological Environmental Earth Observation](http://www.meeo.it/)	Daily	https://sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice	['aws-pds', 'air quality', 'atmosphere', 'earth observation', 'environmental', 'geospatial', 'satellite imagery', 'sustainability', 'cog', 'stac']
SondeHub Radiosonde Telemetry	Radiosonde Telemetry as JSON blobs of Universal Telemetry format	arn:aws:s3:::sondehub-history	us-east-1	S3 Bucket		https://github.com/projecthorus/sondehub-infra/wiki/Amazon-Open-Data	Michaela Wheeler <vk3fur@sondehub.org>	[SondeHub](https://sondehub.org/)	Data is updated as we receive it	Creative Commons BY-SA 2.0	['aws-pds', 'climate', 'environmental', 'weather', 'GPS']
Swiss Public Transport Stops	data files ESRI FGDB, CSV , MapInfo, Interlis	arn:aws:s3:::data.geo.admin.ch/ch.bav.haltestellen-oev/data.zip	eu-west-1	S3 Bucket		https://www.bav.admin.ch/bav/de/home/allgemeine-themen/fachthemen/geoinformation	fredi.daellenbach@bav.admin.ch	Swiss Geoportal	annually	You may use this dataset for non-commercial purposes. You may use this dataset f	['cities', 'geospatial', 'infrastructure', 'mapping', 'traffic', 'transportation']
Terrain Tiles - Gridded elevation tiles	Gridded elevation tiles	arn:aws:s3:::elevation-tiles-prod	us-east-1	S3 Bucket		https://github.com/tilezen/joerd/tree/master/docs	https://github.com/tilezen/joerd/issues	Mapzen, a Linux Foundation project	New data is added based on community feedback	https://github.com/tilezen/joerd/blob/master/docs/attribution.md	['aws-pds', 'agriculture', 'elevation', 'earth observation', 'geospatial', 'sustainability', 'disaster response']
USGS 3DEP LiDAR Point Clouds - Public access Entwine Point Tiles of most resources from the ``arn:aws:s3:::usgs	Public access Entwine Point Tiles of most resources from the ``arn:aws:s3:::usgs	arn:aws:s3:::usgs-lidar-public	us-west-2	S3 Bucket		https://github.com/hobu/usgs-lidar/	https://github.com/hobu/usgs-lidar	[Hobu, Inc.](https://hobu.co)	Periodically	US Government Public Domain https://www.usgs.gov/faqs/what-are-terms-uselicensin	['aws-pds', 'agriculture', 'elevation', 'disaster response', 'geospatial', 'lidar', 'sustainability', 'stac']
USGS Landsat - Scenes and metadata	Scenes and metadata	arn:aws:s3:::usgs-landsat/collection02/	us-west-2	S3 Bucket	True	https://www.usgs.gov/core-science-systems/nli/landsat/landsat-commercial-cloud-d	https://answers.usgs.gov/	[United States Geological Survey](https://www.usgs.gov)	New scenes are added daily.	There are no restrictions on Landsat data downloaded from the USGS; it can be us	['agriculture', 'earth observation', 'satellite imagery', 'geospatial', 'natural resource', 'sustainability', 'disaster response', 'stac', 'cog']
World Bank - Light Every Night	Light Every Night dataset of all VIIRS DNB and DMSP-OLS nighttime satellite data	arn:aws:s3:::globalnightlight	us-east-1	S3 Bucket		https://worldbank.github.io/OpenNightLights/wb-light-every-night-readme.html	Trevor Monroe tmonroe@worldbank.org; Benjamin P. Stewart bstewart@worldbankgroup	[World Bank Group](https://www.worldbank.org/en/home)	Quarterly	[World Bank Open Database License (ODbL)](https://creativecommons.org/licenses/b	['disaster response', 'earth observation', 'satellite imagery', 'aws-pds', 'stac', 'cog']
iSDAsoil	iSDAsoil data and covariates	arn:aws:s3:::isdasoil	us-west-2	S3 Bucket		https://www.isda-africa.com/isdasoil/isdasoil-on-aws/	info@isda-africa.com	[Innovative Solutions for Decision Agriculture (iSDA)](https://www.isda-africa.c	Based upon the availability of new data	CC-BY 4.0	['agriculture', 'analytics', 'aws-pds', 'biodiversity', 'conservation', 'deep learning', 'food security', 'geospatial', 'machine learning', 'satellite imagery']
